"#","kpi_layer","role","data_role","antifragility_property","theme","source_deliverable","section","original_term","standardised_variable_name","definition","unit","spatial_scale","temporal_scale","static_or_dynamic","time_series_possible","update_frequency","data_type","expected_data_source","availability","availability_notes","proxy_possible","proxy_variable","collection_method","priority","remarks"
"58","Layer 2","computed_variable","output","Adaptive Capacity","demand","D2.3 · D2.7 (catalogue KPI A.2.11: ""Community adaptation velocity""); D3.2 (Annex B Indicator A1: explicitly re-defined as A = (1/Tresponse)·(ΔErecovery/trecovery))","§KPI table","""Adaptation velocity: ∂(modal-share diversity)/∂t""","adaptation_velocity_A","Rate of change of modal-share diversity over time; measures how quickly the system's mode distribution adjusts in response to stressors; D2.3 KPI A(t)","% · day⁻¹","city","daily","dynamic","yes","quarterly","numeric","Household travel surveys","not yet collected","Quarterly survey cycle; slow-moving indicator","yes","modal_split_change_rate","Household travel survey; AFC modal split tracking","high","D2.3 KPI A(t); part of adaptive capacity dimension"
"59","Layer 2","computed_variable","output","Network Diversity","supply","D2.3 · D2.7 (catalogue KPI A.2.12: ""Network entropy of mobility flows""); D3.2 (Annex B Indicator R2: link-level C(t) = −Σpi·log(pi)/log(N); Redi = (Ri+Ci+Ii)/3)","§KPI table","""Network information entropy of OD matrix (normalized to current topology): H_norm = C / C_max(topology_t)""","network_information_entropy_C","Shannon entropy of origin-destination flow distribution, normalised to maximum entropy for current network topology; H_norm = C / ln(N_OD); D2.3 KPI C(t)","dimensionless (nats normalised)","city","daily","dynamic","yes","daily","numeric","CDR (Call Detail Records); Bluetooth sensors","not yet collected","Dominant first-order sensitivity factor (S_i > 0.12)","yes","od_matrix_gini","CDR aggregation; Bluetooth sensor network","high","D2.3 KPI C(t); C↑ post-disruption (above pre-event baseline) signals antifragility"
"60","Layer 2","computed_variable","output","Stressor Response","disruption","D2.3 · D2.7 (catalogue KPI A.2.13: ""Event disturbance index""); D3.2 (§Stage 3, Table 3: D_eff,s used in exposure formula Expi,s = flowi/max_flow × Deff,s)","§Disturbance calculation","""Disturbance (domain/recency/source-weighted): D_eff(e,t) = ω_src · exp(−(t−t_e)/τ) · δ_d · (L−1)/4""","effective_disturbance_D_eff","Domain-, recency-, and source-reliability-weighted composite disturbance indicator synthesising event characteristics from the D2.1 event catalogue; D2.3 KPI D_eff(t)","dimensionless [0,1]","city","hourly","dynamic","yes","hourly → daily aggregate","numeric","D2.1 event catalogue + operator/official logs","not yet collected","Requires D2.1 event catalogue integration; τ = 6 days default","no","—","Computational aggregation per D2.3 formula","high","Scenario input, not output KPI; D_eff drives target-setting model"
"61","Layer 2","computed_variable","output","Network Diversity","infrastructure","D2.3 · D2.7 (catalogue KPI A.2.14: ""Stress index""); D3.2 (Annex B Indicator S2: element-level Si = fi/Ci; vulnerability Susi = Si normalised)","§KPI table","""Stress: Σ(vol/cap)·speed_drop""","network_stress_S","Volume-to-capacity ratio weighted by speed drop, aggregated across monitored links; D2.3 KPI S(t); proxy for congestion-induced system degradation","dimensionless","corridor","hourly","dynamic","yes","hourly","numeric","Loop detectors; inductive sensors","partial (major corridors)","Loop detector coverage varies by city","yes","average_speed_drop","Automated loop detector; inductive sensor monitoring","high","D2.3 KPI S(t); inverse of system health; S(t) in Ē⁻ (negative performance dimension)"
"62","Layer 2","computed_variable","output","Equity Maintenance","social","D2.3 · D2.7 (catalogue KPI E.1.6: ""Equity penalty""); D2.6 (DEL-R39: ""Real-Time Equity Monitoring""); D3.2 (§Stage 3, Table 3: Q(t) used in exposure component; Annex B Indicator P4: ΔGini)","§KPI table","""Stratified Theil–T of accessibility minutes""","equity_index_Q","Stratified Theil-T (or Gini coefficient) of accessibility minutes across socio-spatial groups; D2.3 KPI Q(t); binding constraint ΔQ ≤ 0","dimensionless [0,1]","city","monthly","quasi-static","yes","monthly","numeric","Census data; GTFS schedules","partial (GTFS)","Census stratification requires city-specific socio-spatial groups","yes","gini_coefficient_accessibility","Theil-T computation from GTFS + census accessibility matrix","high","D2.3 KPI Q(t); equity non-worsening constraint: any intervention must not worsen Q"
"63","Layer 2","computed_variable","output","Adaptive Capacity","demand","D2.3 · D2.6 (DEL-R46: ""Energy Optimisation and Emission Reduction Control"")","§KPI table","""Composite index in [0,1] from time-varying fares via min–max by mode/time, aggregated with ridership weights""","pricing_flexibility_index_P","Composite demand-management index reflecting diversity and flexibility of time-varying fares across modes; D2.3 KPI P(t)","index [0,1]","city","daily","dynamic","yes","daily","numeric","Operator APIs; open fare schedules","partial (some operators)","Requires API access to operator fare systems; ridership weights refreshed weekly","no","—","Operator API; fare schedule scraping; AFC ridership weights","medium","D2.3 KPI P(t); context-dependent; harder to measure and predict (D2.3 classification)"
"64","Layer 2","computed_variable","output","Adaptive Capacity","social","D2.3 · D2.6 (DEL-R19: ""Behavioural Nudging for Sustainability""; DEL-R45: ""User Choice"")","§KPI table","""Compliance and adaptation rate: weighted avg of route guidance compliance, mode shift willingness, and temporal flexibility""","behavioural_compliance_index_B","Weighted average of route guidance compliance rate, mode-shift willingness, and temporal flexibility of travel; D2.3 KPI B(t)","index [0,1]","city","weekly","dynamic","yes","weekly","numeric","App usage data; travel surveys","not yet collected","Requires mobility app integration; difficult to predict ex-ante","yes","survey_mode_shift_willingness","App usage monitoring; weekly survey panels","medium","D2.3 KPI B(t); context-dependent (D2.3 classification)"
"65","Layer 2","computed_variable","output","Cross-System Integration","infrastructure","D2.3 · D2.7 (catalogue KPI G.1: ""Energy Utilization"" — includes EV-related resilience); D3.2 (§Stage 3, Table 3: E_energy in extended adaptive capacity Capi = (Ai + (E_energy+E_ICT)/2))","§KPI table","""EV-grid resilience score""","ev_grid_resilience_E_energy","Energy-transport coupling resilience score derived from SCADA monitoring of EV charging infrastructure, tram/metro power supply, depot charging; metrics: voltage stability (±5%), power availability (% uptime), peak-load/capacity ratio, outage duration/frequency, power quality index (PQI); D2.3 KPI E_energy(t)","dimensionless [0,1]","node","daily","dynamic","yes","daily","numeric","Grid SCADA; depot charging SCADA; tram/metro supply SCADA","not available in most pilots","Requires operator SCADA access; fallback: binary {1.0 normal, 0.5 degraded}","yes","reported_power_outage_duration","SCADA automated monitoring; operator bulletins if SCADA unavailable","medium","D2.3 KPI E_energy(t); extended indicator (include when data available)"
"66","Layer 2","computed_variable","output","Cross-System Integration","digital","D2.3 · D2.7 (catalogue KPI D.2.14: ""ICT uptime""); D3.2 (§Stage 3, Table 3: E_ICT in adaptive capacity composite Capi)","§KPI table","""Telecom network uptime during event""","ict_network_uptime_E_ICT","Percentage of time the telecom network remains operational during a disruption event; D2.3 KPI E_ICT(t)","%","node","irregular","dynamic","yes","event-specific","numeric","Telecom operator logs","not available in most pilots","Requires operator data sharing agreement","yes","reported_digital_outage_duration","Operator uptime logs; event-specific reporting","medium","D2.3 KPI E_ICT(t); extended indicator (include when data available)"
"67","Layer 2","computed_variable","output","Structural Redundancy","supply","D2.3 · D3.2 (§Stage 3, Table 3: I(t) is component of redundancy composite Redi = (Ri+Ci+Ii)/3)","§KPI table","""Synergy index: normalized sum of inverse transfer distances between transport modes""","intermodal_synergy_index_I","Normalised sum of inverse transfer distances between transport mode pairs (bus-metro, bike-rail, park&ride); captures cross-modal resilience; D2.3 KPI I(t)","dimensionless [0,1]","node","weekly","quasi-static","yes","weekly","numeric","Multilayer transport graph (GTFS + walking/cycling network)","partial (GTFS)","Requires multilayer network with interchange distance data","yes","number_of_intermodal_nodes","Multilayer graph analysis; GTFS + pedestrian network overlay","high","D2.3 KPI I(t); in Ē⁺ (positive performance dimension)"
"68","Layer 2","computed_variable","output","General/Context","supply","D2.3 · D2.6 (DEL-R38: ""KPI-Driven Performance Monitoring"")","§Executive summary","""System Responsiveness Index (SRI) combining operational elasticity, infrastructure pressure, and causal learning with adaptive weight updates""","system_responsiveness_index_SRI","Weighted composite of operational elasticity (ε_ops), infrastructure pressure (ρ_infra), and causal learning index (L_index): SRI(t) = w₁ε_ops + w₂ρ_infra + w₃L_index; weights adapt via exponential moving average of forecast errors (α_w = 0.95)","dimensionless","city","real-time","dynamic","yes","15-min (events) / daily","numeric","Loop detectors; operator logs; D2.3 Layer 3 causal learning output","not yet collected","Requires integration of all three component sources","no","—","Computational; continuous monitoring + D2.3 Layer 3","high","Named composite in D2.3; drives capacity update mechanism"
"69","Layer 2","computed_variable","output","General/Context","supply","D2.3","§SRI Components","""Operational Elasticity: ε_ops(t) = R(t)·(1−S(t)) / (1+exp(−10(R(t)−0.2)))""","operational_elasticity","Measure of immediate flexibility of the transport network to absorb demand shifts under disruption; function of redundancy R(t) and stress S(t); component of SRI","dimensionless [0,1]","city","hourly","dynamic","yes","hourly","numeric","Loop detectors; OSM network","not yet collected","Computed from R(t) and S(t)","no","—","Computational from network sensors","high","SRI component; logistic function of redundancy and stress"
"70","Layer 2","computed_variable","output","General/Context","infrastructure","D2.3","§SRI Components","""Infrastructure Pressure: ρ_infra(t) = ∫exp(−(t−τ)/τ_l)·[S(τ)+0.3Q(τ)]dτ over T_infra window; τ_l=30 days""","infrastructure_pressure","Exponentially-weighted integral of past stress S(τ) and equity impact 0.3Q(τ) over a 90-day default window (T_infra); captures cumulative strain and equity concerns; component of SRI","dimensionless [0,1]","city","daily","dynamic","yes","monthly rolling","numeric","Loop detectors; census/GTFS for Q","not yet collected","Default window T_infra = 90 days; extended to 180–365 days for structural degradation","no","—","Computational from S(t) and Q(t) time series","high","SRI component; τ_l = 30 days memory decay"
